solver_id,true_archetype,strategy_naked_single,strategy_hidden_single,strategy_naked_pair,strategy_hidden_pair,strategy_naked_triple,strategy_pointing_pair,strategy_x_wing,strategy_swordfish,strategy_xy_wing,strategy_forcing_chain,strategy_guess_backtrack,strategy_pattern_overlay,count_naked_single,count_hidden_single,count_naked_pair,count_hidden_pair,count_naked_triple,count_pointing_pair,count_x_wing,count_swordfish,count_xy_wing,count_forcing_chain,count_guess_backtrack,count_pattern_overlay,avg_time_per_move,pause_frequency,thinking_time_variance,total_solving_time,total_errors,error_rate,correction_time,same_error_repeated,error_recovery_efficiency,hints_used_total,hint_dependency_ratio,hints_per_puzzle,give_up_rate,persistence_score,verification_checks,verification_rate,success_rate,avg_puzzle_difficulty,strategy_diversity,advanced_strategy_ratio,basic_strategy_ratio,total_puzzles_attempted,total_moves,session_count
1233,Speed_Demon,0.4531590413943355,0.2374727668845316,0.06100217864923747,0.06100217864923747,0.008714596949891068,0.023965141612200435,0.008714596949891068,0.008714596949891068,0.006535947712418301,0.02178649237472767,0.10021786492374728,0.008714596949891068,208,109,28,28,4,11,4,4,3,10,46,4,28.083548360214536,0.7619708356389867,3.732589691088171,12890.348697338472,59,0.12854030501089325,4.25043054232545,16,0.7288135593220338,1,0.02,0.02,0.4675825198926035,0.5978375603095216,0,0.0,0.713345420866192,1,1.0,0.15468409586056645,0.690631808278867,50,459,27
1234,Speed_Demon,0.4216335540838852,0.2803532008830022,0.04194260485651214,0.07505518763796909,0.008830022075055188,0.02207505518763797,0.019867549668874173,0.006622516556291391,0.002207505518763797,0.019867549668874173,0.09050772626931568,0.011037527593818985,191,127,19,34,4,10,9,3,1,9,41,5,6.360145086247318,0.6440938957623231,4.437384388289294,2881.145724070035,56,0.12362030905077263,17.37859025777724,22,0.6071428571428571,1,0.02,0.02,0.45481946923441385,0.5971009679040294,2,0.004415011037527594,0.7542242610618406,3,1.0,0.15011037527593818,0.7019867549668874,50,453,21
1235,Speed_Demon,0.4781659388646288,0.26419213973799127,0.04148471615720524,0.05458515283842795,0.008733624454148471,0.03711790393013101,0.015283842794759825,0.010917030567685589,0.010917030567685589,0.006550218340611353,0.056768558951965066,0.015283842794759825,219,121,19,25,4,17,7,5,5,3,26,7,4.7844772646333045,0.7199183672579669,5.8978409095244215,2191.2905872020533,66,0.14410480349344978,30.06850634289152,23,0.6515151515151515,2,0.04,0.04,0.4227337476346438,0.6257955652670396,4,0.008733624454148471,0.7309200619106785,1,1.0,0.11572052401746726,0.74235807860262,50,458,32
1236,Hybrid_Spe_Ada,0.30153846153846153,0.19804195804195807,0.08156643356643356,0.08436363636363636,0.0483916083916084,0.056783216783216794,0.05499300699300699,0.04139860139860141,0.03899300699300699,0.020195804195804197,0.06553846153846153,0.008195804195804197,187,113,24,26,6,12,5,1,5,3,44,3,14.319979800990293,0.7754733238822539,10.050005679255323,6143.271334624836,53,0.12354312354312354,20.684604819529124,14,0.7358490566037735,2,0.04,0.04,0.4718974588508297,0.6161348289416411,0,0.0,0.7143920998084748,3,1.0,0.14219114219114218,0.6993006993006993,50,429,24
1237,Speed_Demon,0.42299794661190965,0.2648870636550308,0.053388090349075976,0.09034907597535935,0.02053388090349076,0.02053388090349076,0.01026694045174538,0.008213552361396304,0.018480492813141684,0.006160164271047228,0.07186858316221766,0.012320328542094456,206,129,26,44,10,10,5,4,9,3,35,6,1.5286336736189319,0.8208964109686855,6.691476743848644,744.4445990524198,63,0.1293634496919918,14.527454143292136,20,0.6825396825396826,0,0.0,0.0,0.31864598643536324,0.591138388616835,3,0.006160164271047228,0.6831403115058161,2,1.0,0.1273100616016427,0.6878850102669405,50,487,20
1238,Speed_Demon,0.43115124153498874,0.255079006772009,0.060948081264108354,0.05417607223476298,0.011286681715575621,0.04288939051918736,0.01580135440180587,0.006772009029345372,0.01580135440180587,0.022573363431151242,0.0744920993227991,0.009029345372460496,191,113,27,24,5,19,7,3,7,10,33,4,3.83890388698272,0.871604546694071,6.78618306599032,1700.6344219333448,45,0.10158013544018059,31.478022089577923,11,0.7555555555555555,1,0.02,0.02,0.324400480566075,0.6146158066258401,2,0.004514672686230248,0.708849069468687,2,1.0,0.14446952595936793,0.6862302483069977,50,443,23
1239,Speed_Demon,0.4201312910284464,0.2713347921225383,0.06783369803063458,0.07221006564551423,0.010940919037199124,0.024070021881838075,0.019693654266958426,0.015317286652078774,0.010940919037199124,0.010940919037199124,0.0700218818380744,0.006564551422319475,192,124,31,33,5,11,9,7,5,5,32,3,5.149902124871618,0.9059448786847731,5.505154311131732,2353.5052710663294,64,0.1400437636761488,1.9226236893001036,18,0.71875,3,0.06,0.06,0.367524962821195,0.5827725494809873,0,0.0,0.6889988181657313,2,1.0,0.13347921225382933,0.6914660831509847,50,457,26
1240,Hybrid_Spe_Adv,0.30688995215311,0.20641148325358852,0.09588516746411482,0.10593301435406699,0.048612440191387565,0.05866028708133972,0.04000000000000001,0.02717703349282297,0.01630622009569378,0.017483253588516746,0.05885167464114832,0.01778947368421052,172,102,25,32,6,13,0,5,3,8,41,11,2.8880509626179887,0.676986275199674,2.81905866652602,1207.2053023743192,46,0.11004784688995216,14.406830066467185,10,0.782608695652174,0,0.0,0.0,0.5045206408068907,0.6358925831559099,5,0.011961722488038277,0.7187186774250044,1,0.9166666666666666,0.16267942583732056,0.6555023923444976,50,418,27
1241,Speed_Demon,0.43524416135881105,0.23991507430997877,0.05732484076433121,0.055201698513800426,0.01910828025477707,0.03184713375796178,0.021231422505307854,0.014861995753715499,0.006369426751592357,0.0021231422505307855,0.1040339702760085,0.012738853503184714,205,113,27,26,9,15,10,7,3,1,49,6,1.5551072195490296,0.6029330690031945,2.328282026171772,732.4555004075929,57,0.12101910828025478,17.883332926158143,15,0.7368421052631579,0,0.0,0.0,0.3684939333501115,0.6212434328593263,2,0.004246284501061571,0.7131577029092881,1,1.0,0.1613588110403397,0.6751592356687898,50,471,19
1242,Speed_Demon,0.4351464435146444,0.3054393305439331,0.05230125523012552,0.06276150627615062,0.02092050209205021,0.02301255230125523,0.010460251046025104,0.01882845188284519,0.006276150627615063,0.0041841004184100415,0.05230125523012552,0.008368200836820083,208,146,25,30,10,11,5,9,3,2,25,4,0.3263454500353638,0.5333369136852067,6.106256370214478,155.9931251169039,60,0.12552301255230125,1.874726279476524,20,0.6666666666666666,1,0.02,0.02,0.3567821741075887,0.6167513108760853,3,0.006276150627615063,0.631624272445298,2,1.0,0.100418410041841,0.7405857740585774,50,478,27
1243,Speed_Demon,0.4501108647450111,0.24390243902439024,0.04434589800443459,0.06430155210643015,0.008869179600886918,0.024390243902439025,0.008869179600886918,0.024390243902439025,0.011086474501108648,0.022172949002217297,0.082039911308204,0.015521064301552107,203,110,20,29,4,11,4,11,5,10,37,7,9.62920712388596,0.6503866298909704,5.8528682372149605,4342.772412872568,54,0.1197339246119734,18.526112836143334,17,0.6851851851851852,0,0.0,0.0,0.360875066007679,0.652167864475737,2,0.004434589800443459,0.6269226379578403,1,1.0,0.164079822616408,0.6940133037694013,50,451,19
1244,Hybrid_Spe_Int,0.358695652173913,0.23913043478260873,0.059130434782608696,0.059130434782608696,0.01173913043478261,0.05043478260869566,0.030434782608695657,0.005217391304347826,0.016956521739130433,0.014347826086956521,0.10956521739130434,0.045217391304347834,183,122,30,30,9,8,8,4,13,11,38,4,9.140205666817728,0.44191486748897757,1.736597525440372,4204.494606736155,61,0.13260869565217392,11.90602098823616,17,0.7213114754098361,1,0.02,0.02,0.3107115646633054,0.6001817883829141,1,0.002173913043478261,0.8161588114945658,1,1.0,0.16956521739130434,0.6630434782608695,50,460,23
1245,Hybrid_Spe_Bac,0.38055009823182706,0.2344204322200393,0.050648330058939095,0.05182711198428291,0.010609037328094302,0.018609037328094304,0.011787819253438114,0.003536345776031434,0.00943025540275049,0.005893909626719057,0.2000785854616896,0.0226090373280943,238,131,26,27,9,9,10,3,8,5,34,9,29.579633624799378,0.910544889775611,14.04682613117026,15056.033515022884,68,0.13359528487229863,65.11328825084526,23,0.6617647058823529,0,0.0,0.0,0.4051982671687411,0.6158927424503042,2,0.003929273084479371,0.7867279673239852,1,1.0,0.13555992141453832,0.724950884086444,50,509,25
1246,Speed_Demon,0.47333333333333333,0.2577777777777778,0.04888888888888889,0.042222222222222223,0.0022222222222222222,0.044444444444444446,0.015555555555555555,0.017777777777777778,0.0044444444444444444,0.0044444444444444444,0.08,0.008888888888888889,213,116,22,19,1,20,7,8,2,2,36,4,4.7514348091542375,0.9484856529325979,9.500247234684648,2138.145664119407,60,0.13333333333333333,22.300425512759528,22,0.6333333333333333,2,0.04,0.04,0.45021803026115537,0.5747158768103299,2,0.0044444444444444444,0.7110406270093447,1,1.0,0.13111111111111112,0.7311111111111112,50,450,22
1247,Speed_Demon,0.45714285714285713,0.24615384615384617,0.054945054945054944,0.07032967032967033,0.01098901098901099,0.01978021978021978,0.013186813186813187,0.01978021978021978,0.013186813186813187,0.006593406593406593,0.07252747252747253,0.015384615384615385,208,112,25,32,5,9,6,9,6,3,33,7,2.487212745325939,0.8859129434510367,0.5171274312459097,1131.6817991233024,47,0.10329670329670329,2.646383924920643,11,0.7659574468085106,0,0.0,0.0,0.32833709012945644,0.6008955538409572,1,0.002197802197802198,0.8204942248139201,2,1.0,0.14065934065934066,0.7032967032967034,50,455,23
1248,Speed_Demon,0.42887931034482757,0.26939655172413796,0.06465517241379311,0.0625,0.015086206896551725,0.032327586206896554,0.008620689655172414,0.008620689655172414,0.010775862068965518,0.00646551724137931,0.07758620689655173,0.015086206896551725,199,125,30,29,7,15,4,4,5,3,36,7,1.0736808053689864,0.7490158808661844,19.69666995739927,498.1878936912097,63,0.13577586206896552,16.33631371132995,19,0.6984126984126984,1,0.02,0.02,0.4660207903020945,0.6131823852471056,3,0.00646551724137931,0.6459838655179204,3,1.0,0.1271551724137931,0.6982758620689655,50,464,26
1249,Speed_Demon,0.43356643356643354,0.2517482517482518,0.06060606060606061,0.07692307692307693,0.018648018648018648,0.02097902097902098,0.018648018648018648,0.009324009324009324,0.006993006993006993,0.009324009324009324,0.08624708624708624,0.006993006993006993,186,108,26,33,8,9,8,4,3,4,37,3,20.825154304918314,0.6676520340585117,3.431722170542722,8933.991196809957,62,0.1445221445221445,24.458445721765887,23,0.6290322580645161,1,0.02,0.02,0.47034450877942535,0.5910685949528832,2,0.004662004662004662,0.7591985647055396,2,1.0,0.13752913752913754,0.6853146853146853,50,429,24
1250,Speed_Demon,0.44097995545657015,0.26057906458797325,0.060133630289532294,0.0556792873051225,0.013363028953229399,0.035634743875278395,0.011135857461024499,0.011135857461024499,0.013363028953229399,0.008908685968819599,0.0801781737193764,0.008908685968819599,198,117,27,25,6,16,5,5,6,4,36,4,2.118171134784033,0.4019059577571403,1.2987505811155837,951.0588395180308,45,0.10022271714922049,13.039296898123489,12,0.7333333333333333,1,0.02,0.02,0.29647045353667845,0.5759025623653296,1,0.0022271714922048997,0.8674869009800624,2,1.0,0.133630289532294,0.7015590200445434,50,449,28
1251,Speed_Demon,0.45134575569358176,0.2712215320910973,0.053830227743271224,0.057971014492753624,0.010351966873706004,0.033126293995859216,0.018633540372670808,0.008281573498964804,0.016563146997929608,0.016563146997929608,0.060041407867494824,0.002070393374741201,218,131,26,28,5,16,9,4,8,8,29,1,2.9228121621900645,0.533004850891705,0.5746721572103802,1411.7182743378012,56,0.11594202898550725,23.834347062579617,12,0.7857142857142857,3,0.06,0.06,0.39651796778918874,0.629124050556304,2,0.004140786749482402,0.6722809762528947,1,1.0,0.12215320910973085,0.722567287784679,50,483,24
1252,Speed_Demon,0.41189931350114417,0.2814645308924485,0.043478260869565216,0.06864988558352403,0.009153318077803204,0.032036613272311214,0.020594965675057208,0.002288329519450801,0.018306636155606407,0.02288329519450801,0.08009153318077804,0.009153318077803204,180,123,19,30,4,14,9,1,8,10,35,4,2.947117016046236,0.9127557893419531,6.246007606360113,1287.8901360122052,46,0.10526315789473684,63.35315439856741,11,0.7608695652173914,1,0.02,0.02,0.39178056764313884,0.602295513155296,1,0.002288329519450801,0.8281868234280222,2,1.0,0.15331807780320367,0.6933638443935927,50,437,21
1253,Speed_Demon,0.4081196581196581,0.25213675213675213,0.05128205128205128,0.0641025641025641,0.021367521367521368,0.038461538461538464,0.010683760683760684,0.00641025641025641,0.03632478632478633,0.017094017094017096,0.08547008547008547,0.008547008547008548,191,118,24,30,10,18,5,3,17,8,40,4,5.480277255474975,0.8107548533847905,0.3178742705419221,2564.769755562288,59,0.12606837606837606,19.322456247613353,21,0.6440677966101694,1,0.02,0.02,0.4444025984522836,0.6284708517716844,2,0.004273504273504274,0.7657439059472132,3,1.0,0.16452991452991453,0.6602564102564102,50,468,35
1254,Speed_Demon,0.4194312796208531,0.2559241706161137,0.045023696682464455,0.05687203791469194,0.011848341232227487,0.045023696682464455,0.014218009478672985,0.0071090047393364926,0.02132701421800948,0.02132701421800948,0.0971563981042654,0.004739336492890996,177,108,19,24,5,19,6,3,9,9,41,2,2.1708757323093133,0.6374028251618934,2.2395136614402382,916.1095590345302,44,0.10426540284360189,31.469977647164242,15,0.6590909090909091,2,0.04,0.04,0.332708029571585,0.5780085248476797,3,0.0071090047393364926,0.5692986562931277,1,1.0,0.16587677725118483,0.6753554502369669,50,422,25
1255,Speed_Demon,0.46361746361746364,0.27234927234927236,0.0395010395010395,0.062370062370062374,0.008316008316008316,0.02494802494802495,0.012474012474012475,0.006237006237006237,0.006237006237006237,0.014553014553014554,0.07276507276507277,0.016632016632016633,223,131,19,30,4,12,6,3,3,7,35,8,2.912385202797194,0.8857232263934949,2.700985014362195,1400.8572825454503,52,0.10810810810810811,32.53727779932354,16,0.6923076923076923,1,0.02,0.02,0.4098664570897558,0.5706910813855739,0,0.0,0.7506901073094027,2,1.0,0.1288981288981289,0.735966735966736,50,481,29
1256,Speed_Demon,0.4331065759637188,0.2494331065759637,0.07256235827664399,0.07256235827664399,0.018140589569160998,0.03854875283446712,0.006802721088435374,0.006802721088435374,0.009070294784580499,0.0045351473922902496,0.07482993197278912,0.013605442176870748,191,110,32,32,8,17,3,3,4,2,33,6,8.019865112903073,0.5304193111151777,9.62423553219795,3536.760514790255,48,0.10884353741496598,12.299440461677424,10,0.7916666666666666,2,0.04,0.04,0.40720085825666213,0.5678567815072701,5,0.011337868480725623,0.6226204832702769,1,1.0,0.11564625850340136,0.6825396825396826,50,441,23
1257,Speed_Demon,0.41956521739130437,0.2717391304347826,0.043478260869565216,0.02608695652173913,0.01956521739130435,0.03260869565217391,0.004347826086956522,0.008695652173913044,0.02391304347826087,0.013043478260869565,0.11521739130434783,0.021739130434782608,193,125,20,12,9,15,2,4,11,6,53,10,1.6842012606945111,0.8092077293162946,7.196371365210142,774.7325799194751,64,0.1391304347826087,23.073121329018132,17,0.734375,1,0.02,0.02,0.3903708991252712,0.578994031639696,2,0.004347826086956522,0.8865638580934665,1,1.0,0.18695652173913044,0.691304347826087,50,460,36
1258,Speed_Demon,0.4965986394557823,0.272108843537415,0.034013605442176874,0.05215419501133787,0.0045351473922902496,0.011337868480725623,0.015873015873015872,0.011337868480725623,0.009070294784580499,0.0045351473922902496,0.07256235827664399,0.015873015873015872,219,120,15,23,2,5,7,5,4,2,32,7,3.8067396511846043,0.4090077489151455,0.9640420401591485,1678.7721861724106,54,0.12244897959183673,10.157088158824779,15,0.7222222222222222,1,0.02,0.02,0.38390293046448803,0.5702155547422962,4,0.009070294784580499,0.8019824256012379,2,1.0,0.1292517006802721,0.7687074829931972,50,441,25
1259,Speed_Demon,0.45714285714285713,0.2681318681318681,0.03956043956043956,0.07032967032967033,0.006593406593406593,0.02857142857142857,0.01098901098901099,0.013186813186813187,0.006593406593406593,0.02197802197802198,0.07032967032967033,0.006593406593406593,208,122,18,32,3,13,5,6,3,10,32,3,6.079749079751739,0.9835757737741344,2.1129606849642344,2766.285831287041,58,0.12747252747252746,52.18708409199275,21,0.6379310344827587,0,0.0,0.0,0.4085269607117846,0.5739084453002292,0,0.0,0.675698617408467,1,1.0,0.12967032967032968,0.7252747252747253,50,455,21
1260,Speed_Demon,0.40941176470588236,0.26588235294117646,0.05647058823529412,0.05411764705882353,0.009411764705882352,0.03294117647058824,0.01411764705882353,0.01411764705882353,0.007058823529411765,0.007058823529411765,0.11294117647058824,0.01647058823529412,174,113,24,23,4,14,6,6,3,3,48,7,0.7497154585300823,0.8818756060348906,1.175145657701431,318.629069875285,55,0.12941176470588237,43.23953568490421,14,0.7454545454545455,0,0.0,0.0,0.41956577346499296,0.562153260039134,3,0.007058823529411765,0.6965378586052942,2,1.0,0.17176470588235293,0.6752941176470588,50,425,27
1261,Hybrid_Spe_Int,0.3848648648648648,0.2245945945945946,0.048378378378378384,0.05783783783783784,0.014864864864864864,0.05891891891891893,0.030810810810810815,0.009459459459459458,0.009459459459459458,0.004054054054054054,0.10594594594594595,0.05081081081081082,196,107,21,28,11,14,8,7,7,3,34,8,1.5268466554412854,0.5552521983316043,2.2911523770803814,677.9199150159308,40,0.09009009009009009,10.387301348089956,10,0.75,2,0.04,0.04,0.45683550872910056,0.5942781430059478,4,0.009009009009009009,0.5085740482220047,2,1.0,0.15090090090090091,0.6824324324324325,50,444,27
1262,Speed_Demon,0.44471153846153844,0.2620192307692308,0.06009615384615385,0.04567307692307692,0.01201923076923077,0.03125,0.007211538461538462,0.004807692307692308,0.004807692307692308,0.004807692307692308,0.11298076923076923,0.009615384615384616,185,109,25,19,5,13,3,2,2,2,47,4,9.599366543018615,0.8261970339470811,6.606226714823408,3993.336481895744,52,0.125,2.7319724214895693,16,0.6923076923076923,0,0.0,0.0,0.41743218452877245,0.5844604638431629,3,0.007211538461538462,0.6638915219951547,4,1.0,0.14423076923076922,0.7067307692307693,50,416,33
1263,Speed_Demon,0.43790849673202614,0.27450980392156865,0.06318082788671024,0.06100217864923747,0.017429193899782137,0.04357298474945534,0.010893246187363835,0.008714596949891068,0.004357298474945534,0.006535947712418301,0.058823529411764705,0.013071895424836602,201,126,29,28,8,20,5,4,2,3,27,6,6.932125523711063,0.8792882247321644,1.4530678429006876,3181.845615383378,56,0.12200435729847495,20.508275884084483,17,0.6964285714285714,1,0.02,0.02,0.44009540024536875,0.6161770129589174,4,0.008714596949891068,0.5835526803330897,1,1.0,0.10239651416122005,0.7124183006535948,50,459,23
1264,Speed_Demon,0.4332552693208431,0.28337236533957844,0.04449648711943794,0.03981264637002342,0.00702576112412178,0.04449648711943794,0.02107728337236534,0.01873536299765808,0.00702576112412178,0.0117096018735363,0.07494145199063232,0.01405152224824356,185,121,19,17,3,19,9,8,3,5,32,6,11.700881118063716,0.626988830454596,2.2606182052774004,4996.276237413207,58,0.1358313817330211,49.648442588716534,12,0.7931034482758621,3,0.06,0.06,0.48473614834626977,0.6095712084989567,0,0.0,0.6713885372435263,2,1.0,0.14754098360655737,0.7166276346604216,50,427,19
1265,Speed_Demon,0.4681818181818182,0.2340909090909091,0.04318181818181818,0.06818181818181818,0.004545454545454545,0.031818181818181815,0.020454545454545454,0.02727272727272727,0.00909090909090909,0.00909090909090909,0.07954545454545454,0.004545454545454545,206,103,19,30,2,14,9,12,4,4,35,2,4.006219431971461,0.256328217858234,7.988886767036712,1762.7365500674427,53,0.12045454545454545,77.2726600447654,17,0.6792452830188679,2,0.04,0.04,0.42854907733522674,0.6025399574718115,3,0.006818181818181818,0.7718111990201107,3,1.0,0.15,0.7022727272727273,50,440,23
1266,Speed_Demon,0.4215456674473068,0.2459016393442623,0.06088992974238876,0.06323185011709602,0.01639344262295082,0.03981264637002342,0.00936768149882904,0.01873536299765808,0.0234192037470726,0.00936768149882904,0.07259953161592506,0.01873536299765808,180,105,26,27,7,17,4,8,10,4,31,8,1.5142193797914252,0.5450575813557363,0.0635212743550921,646.5716751709385,48,0.11241217798594848,24.070938910438805,10,0.7916666666666666,2,0.04,0.04,0.35133296144782145,0.5740755657431887,1,0.00234192037470726,0.9357965760121794,2,1.0,0.1522248243559719,0.667447306791569,50,427,24
1267,Speed_Demon,0.4426605504587156,0.25688073394495414,0.052752293577981654,0.07110091743119266,0.011467889908256881,0.04357798165137615,0.020642201834862386,0.013761467889908258,0.0045871559633027525,0.013761467889908258,0.05733944954128441,0.011467889908256881,193,112,23,31,5,19,9,6,2,6,25,5,2.133689469135999,0.5743809180504335,1.5339020856713326,930.2886085432955,51,0.11697247706422019,29.41169114614697,22,0.5686274509803921,1,0.02,0.02,0.3393671067517767,0.5885400592252837,3,0.006880733944954129,0.8650678178168305,1,1.0,0.12155963302752294,0.6995412844036697,50,436,32
1268,Speed_Demon,0.4715447154471545,0.29065040650406504,0.03861788617886179,0.03861788617886179,0.01016260162601626,0.014227642276422764,0.006097560975609756,0.012195121951219513,0.008130081300813009,0.008130081300813009,0.07317073170731707,0.028455284552845527,232,143,19,19,5,7,3,6,4,4,36,14,6.7071149381685755,0.7342432433666206,3.101371876509916,3299.9005495789393,49,0.09959349593495935,12.29818411668096,8,0.8367346938775511,0,0.0,0.0,0.4511209798990046,0.5674917675579026,4,0.008130081300813009,0.7199417846655066,1,1.0,0.13617886178861788,0.7621951219512195,50,492,28
1269,Speed_Demon,0.39651416122004357,0.27233115468409586,0.058823529411764705,0.05228758169934641,0.02178649237472767,0.015250544662309368,0.0196078431372549,0.004357298474945534,0.013071895424836602,0.0196078431372549,0.10021786492374728,0.026143790849673203,182,125,27,24,10,7,9,2,6,9,46,12,0.2924233805532425,0.2642195509192412,10.586879356694261,134.22233167393833,64,0.1394335511982571,14.826518456108811,16,0.75,0,0.0,0.0,0.3905581949221065,0.6049357678556743,4,0.008714596949891068,0.6834412586261338,1,1.0,0.1830065359477124,0.6688453159041394,50,459,21
1270,Speed_Demon,0.4305555555555556,0.2718253968253968,0.0496031746031746,0.04563492063492063,0.011904761904761904,0.031746031746031744,0.005952380952380952,0.015873015873015872,0.015873015873015872,0.021825396825396824,0.07539682539682539,0.023809523809523808,217,137,25,23,6,16,3,8,8,11,38,12,5.795255254460942,0.5347678327980002,0.3523684061049382,2920.808648248315,59,0.11706349206349206,8.662005335122531,12,0.7966101694915254,3,0.06,0.06,0.4517838733380184,0.5807804585260825,2,0.003968253968253968,0.8363752088566719,1,1.0,0.15873015873015872,0.7023809523809523,50,504,30
1271,Speed_Demon,0.46993318485523383,0.23162583518930957,0.042316258351893093,0.0400890868596882,0.013363028953229399,0.0400890868596882,0.0200445434298441,0.011135857461024499,0.004454342984409799,0.013363028953229399,0.09799554565701558,0.015590200445434299,211,104,19,18,6,18,9,5,2,6,44,7,9.238516109584339,0.9182820752309243,4.437497595079663,4148.093733203368,46,0.10244988864142539,2.1256634768260083,15,0.6739130434782609,2,0.04,0.04,0.47355230214210686,0.5873224565780177,1,0.0022271714922048997,0.5345954296525391,2,1.0,0.16258351893095768,0.7015590200445434,50,449,22
1272,Speed_Demon,0.45434298440979953,0.29175946547884185,0.0467706013363029,0.060133630289532294,0.004454342984409799,0.008908685968819599,0.0066815144766146995,0.0200445434298441,0.011135857461024499,0.013363028953229399,0.06904231625835189,0.013363028953229399,204,131,21,27,2,4,3,9,5,6,31,6,2.0486582719555706,0.8259004540454304,6.377662724105521,919.8475641080512,61,0.1358574610244989,5.037060909005367,13,0.7868852459016393,2,0.04,0.04,0.42966491429450543,0.5856844971728832,1,0.0022271714922048997,0.6827368886409161,2,1.0,0.133630289532294,0.7461024498886414,50,449,26
1273,Speed_Demon,0.41743119266055045,0.2889908256880734,0.06651376146788991,0.0389908256880734,0.009174311926605505,0.0389908256880734,0.011467889908256881,0.006880733944954129,0.006880733944954129,0.006880733944954129,0.0779816513761468,0.02981651376146789,182,126,29,17,4,17,5,3,3,3,34,13,2.2127655558462935,0.6633780535764856,7.438205367312469,964.765782348984,57,0.13073394495412843,64.3376961442419,14,0.7543859649122807,2,0.04,0.04,0.3492261777126352,0.6224307598062966,0,0.0,0.5226821747070091,2,1.0,0.13990825688073394,0.7064220183486238,50,436,26
1274,Speed_Demon,0.43946188340807174,0.27802690582959644,0.06053811659192825,0.042600896860986545,0.02914798206278027,0.03587443946188341,0.004484304932735426,0.008968609865470852,0.011210762331838564,0.011210762331838564,0.06950672645739911,0.008968609865470852,196,124,27,19,13,16,2,4,5,5,31,4,2.600240694696832,0.5850507213182568,0.7172592353297716,1159.707349834787,58,0.13004484304932734,10.462508761963315,17,0.7068965517241379,0,0.0,0.0,0.474347820551574,0.5814585063873274,3,0.006726457399103139,0.7509602329526593,1,1.0,0.11434977578475336,0.7174887892376681,50,446,27
1275,Speed_Demon,0.44042553191489364,0.24468085106382978,0.08297872340425531,0.0574468085106383,0.006382978723404255,0.023404255319148935,0.00851063829787234,0.01276595744680851,0.01702127659574468,0.00851063829787234,0.09361702127659574,0.00425531914893617,207,115,39,27,3,11,4,6,8,4,44,2,2.860557734838993,0.8642640176120432,2.135267448628886,1344.4621353743266,55,0.11702127659574468,40.244903652902636,12,0.7818181818181819,1,0.02,0.02,0.4426852161435749,0.6372866689814015,1,0.002127659574468085,0.7438174013262109,2,1.0,0.14468085106382977,0.6851063829787234,50,470,18
1276,Hybrid_Spe_Adv,0.30841628959276013,0.22561085972850678,0.09800904977375566,0.11429864253393665,0.05221719457013575,0.056289592760181,0.044072398190045256,0.026787330316742086,0.018787330316742082,0.011429864253393665,0.036651583710407235,0.007429864253393666,183,122,28,40,9,12,3,5,5,4,27,4,5.07834159833523,0.649839105412356,1.9497860696812395,2244.6269864641718,62,0.14027149321266968,6.665492034878032,18,0.7096774193548387,0,0.0,0.0,0.3529696075670795,0.6084159051682847,4,0.00904977375565611,0.7225717022094894,1,1.0,0.1085972850678733,0.6900452488687783,50,442,27
1277,Speed_Demon,0.41418764302059496,0.2608695652173913,0.059496567505720827,0.08009153318077804,0.004576659038901602,0.05034324942791762,0.02517162471395881,0.009153318077803204,0.004576659038901602,0.013729977116704805,0.06864988558352403,0.009153318077803204,181,114,26,35,2,22,11,4,2,6,30,4,5.527716630841101,0.9349861241220804,4.515953200349642,2415.612167677561,36,0.08237986270022883,3.2305187980899923,4,0.8888888888888888,2,0.04,0.04,0.45283465044495746,0.5465138790794624,1,0.002288329519450801,0.7472601624565665,3,1.0,0.13043478260869565,0.6750572082379863,50,437,31
1278,Speed_Demon,0.4339622641509434,0.27882599580712786,0.05660377358490566,0.050314465408805034,0.014675052410901468,0.025157232704402517,0.014675052410901468,0.012578616352201259,0.0041928721174004195,0.010482180293501049,0.08176100628930817,0.016771488469601678,207,133,27,24,7,12,7,6,2,5,39,8,2.167199160551281,0.7970797358169909,3.8625762909650483,1033.753999582961,60,0.12578616352201258,56.51350166969742,17,0.7166666666666667,2,0.04,0.04,0.42493571884576953,0.5715495708450622,2,0.0041928721174004195,0.5688136758522663,1,1.0,0.14046121593291405,0.7127882599580713,50,477,26
1279,Speed_Demon,0.452914798206278,0.22869955156950672,0.05605381165919283,0.07399103139013453,0.011210762331838564,0.033632286995515695,0.008968609865470852,0.02242152466367713,0.008968609865470852,0.02242152466367713,0.07399103139013453,0.006726457399103139,202,102,25,33,5,15,4,10,4,10,33,3,11.239542019209402,0.6180623584262196,1.0907202502191513,5012.835740567393,42,0.09417040358744394,6.472241781510419,12,0.7142857142857143,2,0.04,0.04,0.41133877237098365,0.6460943348773771,4,0.008968609865470852,0.7776556972075078,2,1.0,0.14349775784753363,0.6816143497757847,50,446,18
